,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0369928711387,0.048926016883,0.0525059606063,0.0465393877342,0.0608591626273,0.0525059606063,0.048926016883,0.0429594440109,0.0465393877342,0.0727923083716,0.0429594440109,0.048926016883,0.0548925897552,0.040572814862,0.0525059606063,0.0465393877342,0.0298329836922,0.0525059606063,0.0584725334784,0.0632457917762
1,0.051428567347,0.0471428653061,0.0557142693878,0.0371428938774,0.0571428367348,0.0585714040817,0.0471428653061,0.0542857020409,0.0457142979591,0.0442857306122,0.0442857306122,0.0414285959183,0.0457142979591,0.051428567347,0.048571432653,0.0571428367348,0.0542857020409,0.0557142693878,0.0599999714287,0.0428571632652
2,0.0590163638808,0.0557376861059,0.0573770249934,0.0557376861059,0.0475409916689,0.0475409916689,0.063934380543,0.0606557027682,0.0491803305563,0.0622950416556,0.0442623138941,0.0475409916689,0.0426229750066,0.0393442972318,0.0426229750066,0.0491803305563,0.0409836361192,0.0442623138941,0.0377049583444,0.0524590083311
3,0.0565476093042,0.0491071441858,0.0394345395319,0.0543154697686,0.0550595162805,0.0476190511621,0.0513392837213,0.0558035627923,0.0431547720911,0.0520833302331,0.0580357023278,0.0424107255793,0.0446428651148,0.0580357023278,0.0461309581385,0.0587797488397,0.0550595162805,0.0431547720911,0.0461309581385,0.0431547720911
4,0.0503202189932,0.0411711049019,0.0484903961749,0.0448307505384,0.055809687448,0.0430009277202,0.0512351304023,0.0494053075841,0.0503202189932,0.0475754847658,0.0612991559027,0.0622140673119,0.0475754847658,0.0320219908106,0.0548947760388,0.0475754847658,0.055809687448,0.0512351304023,0.0530649532206,0.0521500418115
5,0.03911568328,0.042517032255,0.05952377713,0.0408163577675,0.0646258005925,0.0578231026425,0.056122428155,0.03911568328,0.05272107918,0.05272107918,0.0476190557175,0.05952377713,0.03911568328,0.03911568328,0.0646258005925,0.0442177067425,0.062925126105,0.049319730205,0.0510204046925,0.0374150087925
6,0.0328467779315,0.0529196973734,0.0602189408068,0.0620437516651,0.0419708322232,0.0565693190901,0.0437956430816,0.0456204539399,0.0401460213649,0.0529196973734,0.0529196973734,0.0547445082317,0.0547445082317,0.0437956430816,0.0547445082317,0.0492700756567,0.0328467779315,0.0492700756567,0.0583941299484,0.0602189408068
7,0.0503968252394,0.0478174611835,0.049404762141,0.0476190485639,0.0458333349868,0.0501984126197,0.0525793640558,0.043253970931,0.0543650776329,0.0521825388165,0.0498015873803,0.0527777766755,0.0480158738032,0.0484126990426,0.05,0.0559523785903,0.0492063495213,0.0515873009574,0.0541666650132,0.0464285728458
8,0.0260116993543,0.052023109693,0.0404624828758,0.0635837365102,0.0549132663973,0.0375723261715,0.0635837365102,0.0462427962844,0.0606935798059,0.0404624828758,0.0491329529887,0.0578034231016,0.052023109693,0.0635837365102,0.0549132663973,0.0549132663973,0.0549132663973,0.0491329529887,0.0404624828758,0.0375723261715
9,0.0376850937144,0.0430686593037,0.0417227679064,0.064602921661,0.0511440076877,0.0390309851117,0.0497981162904,0.0699864872504,0.0592193560717,0.0444145507011,0.0511440076877,0.0538357904824,0.0511440076877,0.0323015281251,0.0457604420984,0.0511440076877,0.0457604420984,0.0538357904824,0.0605652474691,0.0538357904824
10,0.0277783950446,0.069443904336,0.069443904336,0.0833324074331,0.0416668981417,0.0833324074331,0.0277783950446,0.0416668981417,0.0277783950446,0.069443904336,0.0277783950446,0.0416668981417,0.069443904336,0.0277783950446,0.0555554012389,0.0555554012389,0.111109413627,0.0138898919474,0.0416668981417,0.0138898919474
11,0.0483091869121,0.0531400814489,0.041062845107,0.0555555287173,0.0507246341805,0.0724636595958,0.0507246341805,0.0483091869121,0.0531400814489,0.0507246341805,0.0386473978387,0.0434782923754,0.0700482123275,0.060386423254,0.0386473978387,0.0458937396438,0.0507246341805,0.0217392669601,0.0555555287173,0.0507246341805
12,0.0553505337619,0.0332103940576,0.0608855686879,0.0405904406257,0.0369004173416,0.0387454289837,0.064575591972,0.0535055221198,0.0719556385401,0.0424354522677,0.0461254755518,0.0405904406257,0.0590405570459,0.0461254755518,0.0369004173416,0.068265615256,0.0498154988358,0.0774906734661,0.0479704871938,0.0295203707735
13,0.0524475353319,0.0489510562863,0.0314686610583,0.0419580981951,0.0419580981951,0.0594404934231,0.0489510562863,0.0384616191495,0.0489510562863,0.0314686610583,0.0699299305599,0.0454545772407,0.0349651401039,0.0559440143775,0.0279721820127,0.0524475353319,0.0489510562863,0.0769228886511,0.0629369724687,0.0804193676967
14,0.0338235769895,0.0676470069206,0.0544117517301,0.0470588321799,0.05,0.0558823356402,0.0455882482699,0.0470588321799,0.080882262111,0.0441176643598,0.0441176643598,0.0411764965397,0.05,0.0426470804498,0.0323529930794,0.0558823356402,0.0602940873703,0.0617646712804,0.0470588321799,0.0382353287196
15,0.0678570790819,0.0482142920918,0.05,0.0410714604591,0.0464285841836,0.05,0.0446428762754,0.0517857079082,0.05,0.0535714158164,0.0535714158164,0.0749999107146,0.0446428762754,0.0553571237246,0.0428571683673,0.0339286288263,0.0482142920918,0.05,0.0482142920918,0.0446428762754
16,0.0431778988101,0.045768570148,0.0531088056055,0.0462003487044,0.0539723627182,0.047063905817,0.047063905817,0.0535405841618,0.0500863557113,0.0535405841618,0.0427461202538,0.0466321272607,0.0496545771549,0.0544041412745,0.0587219268377,0.0427461202538,0.0556994769435,0.059153705394,0.0431778988101,0.0535405841618
17,0.0626864914239,0.0447761505901,0.0388060369789,0.0716416618408,0.0477612073958,0.053731321007,0.0417910937845,0.0447761505901,0.0597014346183,0.0477612073958,0.0567163778127,0.0567163778127,0.0477612073958,0.053731321007,0.0179106393395,0.0507462642014,0.0507462642014,0.0417910937845,0.0447761505901,0.0656715482296
18,0.0589197744034,0.0589197744034,0.0409165600113,0.0507364951342,0.0605564302572,0.0392799041574,0.0490998392804,0.0540098068419,0.0376432483036,0.0556464626957,0.0360065924498,0.0507364951342,0.0605564302572,0.0458265275727,0.0425532158651,0.0540098068419,0.0556464626957,0.062193086111,0.0540098068419,0.0327332807421
19,0.0419753482699,0.0592592135347,0.0419753482699,0.0592592135347,0.0567900899255,0.0518518427069,0.0691357079718,0.0493827190977,0.0222223593958,0.0592592135347,0.0469135954884,0.0493827190977,0.0666665843625,0.0518518427069,0.0518518427069,0.0395062246606,0.0518518427069,0.0395062246606,0.0469135954884,0.0444444718792
20,0.0512396653234,0.0413223427361,0.0512396653234,0.0528925524213,0.0677685363024,0.042975229834,0.0495867782255,0.0644627621066,0.0396694556382,0.0479338911276,0.042975229834,0.0512396653234,0.042975229834,0.0396694556382,0.0595041008129,0.0545454395192,0.0628098750087,0.0561983266171,0.042975229834,0.0380165685403
21,0.0490797551658,0.0503067482781,0.0533742310588,0.0527607345026,0.0444785309948,0.0592024483421,0.0530674827807,0.0484662586097,0.0539877276149,0.0484662586097,0.054294475893,0.0484662586097,0.0512269931123,0.0521472379465,0.0460122723851,0.0503067482781,0.0490797551658,0.0441717827167,0.0429447896044,0.0481595103316
22,0.0597014201387,0.0746266818904,0.0261195811972,0.0447761583869,0.0522387892628,0.0708953664525,0.0447761583869,0.0783579973284,0.0447761583869,0.0447761583869,0.037313527511,0.0447761583869,0.0597014201387,0.0522387892628,0.0447761583869,0.0559701047007,0.0485074738248,0.0186569503213,0.0485074738248,0.0485074738248
23,0.0492021283669,0.0492021283669,0.0540780105691,0.0483156043301,0.0474290802934,0.0496453903853,0.0536347485508,0.0509751764404,0.0465425562566,0.0523049624956,0.0523049624956,0.0496453903853,0.0545212725875,0.0478723423118,0.0580673687346,0.0456560322198,0.0567375826794,0.0434397221279,0.0465425562566,0.0438829841463
24,0.0547063480187,0.0522928362143,0.0490748204749,0.0619468834322,0.0506838283446,0.0410297811267,0.0539018440839,0.0434432929311,0.0514883322794,0.0530973401491,0.0450523008008,0.0466613086705,0.0522928362143,0.0402252771918,0.0466613086705,0.0603378755625,0.044247796866,0.0450523008008,0.0514883322794,0.0563153558884
25,0.0520126621324,0.0515603785071,0.0515603785071,0.0506558112566,0.0515603785071,0.0624151855132,0.0497512440061,0.0398010042506,0.0542740802586,0.0479421095051,0.0416101387516,0.0470375422546,0.0569877820101,0.0474898258798,0.0479421095051,0.0506558112566,0.0425147060021,0.0569877820101,0.0456806913788,0.0515603785071
26,0.054313071482,0.054313071482,0.0862617491262,0.0447284681887,0.054313071482,0.0734822780685,0.0766771458329,0.0479233359531,0.0479233359531,0.031948997131,0.0479233359531,0.031948997131,0.0159746583089,0.054313071482,0.0638976747752,0.0383387326599,0.0351438648954,0.0479233359531,0.0670925425397,0.0255592616022
27,0.0505617945967,0.05337076758,0.0561797405633,0.0561797405633,0.0449438486301,0.05337076758,0.0674156324964,0.0421348756468,0.05337076758,0.0337079566969,0.0589887135466,0.0365169296802,0.0617976865299,0.0365169296802,0.0477528216134,0.0365169296802,0.0337079566969,0.073033578463,0.0617976865299,0.0421348756468
