WORDCOUNTS,WEIGHT
the,428
of,236
in,167
to,126
a,107
and,102
contention,78
is,66
by,63
that,62
coalitions,61
for,56
prize,53
weak,53
are,52
man,50
this,45
be,42
no,40
from,36
weight,36
cent,34
per,34
as,34
triad,33
which,32
two,31
conditions,31
with,30
coalition,30
p,29
were,28
games,28
will,27
he,27
game,27
data,27
theory,26
b,25
one,25
would,25
table,24
weights,24
we,24
these,23
on,23
not,22
players,22
his,21
if,21
between,21
c,21
only,20
was,18
or,18
s,18
condition,18
hypothesis,18
when,17
more,16
other,16
proportions,16
obtained,16
it,15
vinacke,15
than,15
cases,14
any,14
caplow,14
chance,13
under,13
test,13
such,13
since,13
arkoff,13
research,13
can,13
power,12
they,12
simmel,12
outcome,12
an,12
strong,12
evidence,12
process,11
differences,11
experimental,11
however,11
received,11
triads,11
proportion,10
over,10
rational,10
scores,10
used,10
result,9
square,9
mean,9
their,9
vs,9
members,9
each,9
all,9
present,9
possible,9
frequencies,9
bargaining,9
there,9
expected,9
results,9
division,9
at,8
may,8
sociometry,8
study,8
being,8
stronger,8
strength,8
initial,8
equally,8
what,8
whether,8
made,8
die,8
three,8
does,7
tertius,7
significant,7
analysis,7
formed,7
changes,7
latin,7
predictions,7
others,7
did,7
larger,7
less,7
some,7
player,7
hypotheses,7
formation,7
have,7
t,7
divisions,7
so,7
played,7
increases,7
tests,6
assigned,6
situation,6
predicted,6
alone,6
means,6
then,6
e,6
member,6
questions,6
strategy,6
attempt,6
control,6
fact,6
type,6
further,6
persons,6
distribution,6
basis,6
zero,6
findings,6
variables,6
our,6
both,6
subjects,6
relative,6
f,5
true,5
determine,5
terms,5
considered,5
frequently,5
could,5
offers,5
do,5
equal,5
cannot,5
x,5
another,5
none,5
discussion,5
presented,5
pairs,5
example,5
thus,5
offer,5
although,5
correlated,5
order,5
including,5
given,5
interaction,5
those,5
perception,5
without,4
way,4
independent,4
randomly,4
contrast,4
expect,4
entries,4
types,4
ratio,4
first,4
participants,4
also,4
here,4
been,4
based,4
best,4
advantage,4
carrying,4
entered,4
i,4
men,4
person,4
form,4
partners,4
has,4
through,4
df,4
samples,4
enter,4
accord,4
place,4
call,4
vinackearkoff,4
comparing,4
concerning,4
involved,4
competitive,4
should,4
occur,4
dealing,3
twelve,3
various,3
indicated,3
ac,3
play,3
above,3
make,3
american,3
join,3
comparisons,3
into,3
share,3
sociological,3
included,3
following,3
same,3
must,3
distributions,3
most,3
different,3
either,3
asks,3
taken,3
view,3
