WORDCOUNTS,WEIGHT
of,263
the,182
in,130
and,130
to,87
a,71
variation,50
energy,43
size,42
cone,40
from,38
squirrel,36
cones,35
squirrels,34
douglasii,34
is,34
for,33
i,33
t,30
were,29
by,28
on,28
with,27
be,27
university,25
that,25
museum,24
an,24
time,23
principal,23
tamiasciurus,22
are,22
environmental,21
conifer,21
pc,19
small,19
components,19
large,18
s,18
these,17
r,16
food,16
state,16
as,16
analysis,15
this,15
forests,14
areas,14
variables,14
component,14
morphological,14
area,14
was,13
handling,13
between,13
morphology,12
natural,12
first,12
j,12
range,12
california,12
which,12
locality,11
their,11
history,11
feeding,11
national,11
d,11
results,11
species,11
will,10
high,10
bergmann,10
not,10
geographic,10
smith,10
rule,10
data,10
correlation,10
net,10
thus,10
characters,10
pp,9
winter,9
ratio,9
found,9
larger,9
have,9
temperature,9
washington,9
may,8
at,8
relationship,8
b,8
tree,8
table,8
source,8
must,8
each,8
all,8
lindsay,8
analyses,8
patterns,8
british,8
fig,8
columbia,8
c,8
can,8
per,7
length,7
efficiency,7
canada,7
department,7
based,7
sokal,7
however,7
while,7
width,7
samples,7
variability,7
sneath,7
character,7
no,7
seeds,7
north,7
it,6
memphis,6
populations,6
h,6
ed,6
hudsonicus,6
types,6
or,6
palmer,6
latitude,6
also,6
humidity,6
within,6
oregon,6
univ,6
terms,6
counties,6
has,6
used,6
forest,6
throughout,6
smallest,6
three,6
least,6
breadth,6
when,6
than,6
hypothesis,6
groups,5
foraging,5
they,5
second,5
projections,5
wear,5
only,5
ii,5
hemlock,5
available,5
differences,5
iii,5
new,5
onto,5
climate,5
utilize,5
use,5
regression,5
p,5
package,5
spruce,5
open,5
mammalogy,5
resources,5
its,5
pine,5
should,5
smaller,5
association,5
model,4
critical,4
armored,4
m,4
collection,4
molars,4
represented,4
support,4
pressures,4
then,4
included,4
general,4
mcnab,4
but,4
w,4
upper,4
lower,4
being,4
efficient,4
more,4
l,4
appendix,4
combined,4
schnell,4
loadings,4
less,4
those,4
america,4
localities,4
vol,4
greatest,4
trees,4
most,4
content,4
original,4
related,4
two,4
cranial,4
mountains,4
such,4
significance,4
sample,4
g,4
