,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.0429593927468,0.0286396349416,0.0322195743929,0.0357995138442,0.0214797560391,0.0334128875434,0.0381861401451,0.0250596954904,0.0346062006938,0.0274463217912,0.0298329480921,0.0393794532955,0.0429593927468,0.0369928269947,0.0417660795964,0.0250596954904,0.0250596954904,0.0346062006938,0.0310262612425,0.0477326453485,0.0381861401451,0.0429593927468,0.0286396349416,0.0405727664459,0.0346062006938,0.0226730691895,0.0381861401451,0.0262530086408,0.0250596954904,0.0286396349416
1,0.0357142755102,0.0257143183672,0.0342857102041,0.0214286224488,0.0457142326533,0.0342857102041,0.0285714489795,0.0414285367348,0.0314285795918,0.0457142326533,0.0257143183672,0.0257143183672,0.032857144898,0.0257143183672,0.0414285367348,0.0300000142857,0.0242857530611,0.0285714489795,0.0371428408164,0.032857144898,0.0399999714287,0.0314285795918,0.0385714061225,0.0300000142857,0.032857144898,0.0471427979594,0.0314285795918,0.0485713632656,0.0271428836734,0.0242857530611
2,0.0344262241333,0.0377048965333,0.0426229051333,0.0180328621335,0.0295082155334,0.0377048965333,0.0213115345334,0.0442622413332,0.0442622413332,0.0327868879333,0.0409835689333,0.0393442327333,0.0196721983335,0.0229508707334,0.0360655603333,0.0180328621335,0.0180328621335,0.0295082155334,0.0377048965333,0.0377048965333,0.0344262241333,0.0311475517334,0.0409835689333,0.0327868879333,0.0311475517334,0.0327868879333,0.0377048965333,0.0360655603333,0.0475409137332,0.0327868879333
3,0.033482142525,0.0297619127338,0.033482142525,0.0327380965667,0.0305059586921,0.0357142803997,0.0230654991097,0.0327380965667,0.023809545068,0.0319940506085,0.0319940506085,0.0372023723161,0.0409226021073,0.023809545068,0.0342261884832,0.0372023723161,0.0342261884832,0.0438987859402,0.0364583263579,0.0372023723161,0.0327380965667,0.0252976369844,0.0342261884832,0.0372023723161,0.0327380965667,0.0349702344414,0.0327380965667,0.0394345101908,0.0372023723161,0.0290178667756
4,0.0329368720854,0.0329368720854,0.0237877663648,0.0375114249458,0.027447408653,0.0365965143737,0.0393412460899,0.041171067234,0.0356816038016,0.0329368720854,0.0365965143737,0.0329368720854,0.0347666932296,0.0320219615134,0.0219579452206,0.0375114249458,0.027447408653,0.0292772297972,0.027447408653,0.0329368720854,0.041171067234,0.0338517826575,0.0347666932296,0.0320219615134,0.0219579452206,0.0301921403692,0.0365965143737,0.0375114249458,0.0420859778061,0.0365965143737
5,0.030612258781,0.030612258781,0.0323129303762,0.030612258781,0.0323129303762,0.0340136019714,0.0204082292097,0.0510203179235,0.0391156167571,0.0238095724001,0.0357142735666,0.0204082292097,0.0425169599475,0.0204082292097,0.0340136019714,0.0408162883523,0.0323129303762,0.0374149451618,0.0187075576145,0.0391156167571,0.0221089008049,0.0374149451618,0.0357142735666,0.0357142735666,0.0442176315427,0.0323129303762,0.0425169599475,0.0272109155906,0.0391156167571,0.0374149451618
6,0.0200730652934,0.0328467179924,0.0328467179924,0.0255474878787,0.0328467179924,0.0547444083335,0.0456203706914,0.0237226803503,0.0364963330493,0.043795563163,0.0273722954071,0.0346715255208,0.0255474878787,0.0346715255208,0.0364963330493,0.0346715255208,0.0328467179924,0.0255474878787,0.0328467179924,0.0255474878787,0.0273722954071,0.031021910464,0.0291971029356,0.0383211405777,0.031021910464,0.0419707556345,0.0291971029356,0.0273722954071,0.0510947932767,0.0346715255208
7,0.0297619068878,0.0353174591364,0.0339285710743,0.0329365081727,0.0335317459136,0.0351190465561,0.036309522038,0.0301587320484,0.0357142842971,0.0299603194681,0.0343253962349,0.0351190465561,0.0373015849395,0.0333333333333,0.0323412704318,0.0349206339758,0.0335317459136,0.0378968226805,0.0317460326909,0.0333333333333,0.0291666691468,0.0323412704318,0.0380952352608,0.0315476201105,0.0281746062453,0.0315476201105,0.0335317459136,0.0309523823696,0.0333333333333,0.0347222213955
8,0.0491328109872,0.0346820692306,0.0346820692306,0.0462426626359,0.0375722175819,0.0404623659332,0.0375722175819,0.0260116241767,0.028901772528,0.0115608824201,0.0317919208793,0.0549131076898,0.0404623659332,0.0404623659332,0.0462426626359,0.0115608824201,0.0317919208793,0.0260116241767,0.0231214758254,0.0260116241767,0.020231327474,0.0231214758254,0.0549131076898,0.0346820692306,0.0173411791227,0.0231214758254,0.0375722175819,0.0433525142846,0.0346820692306,0.0317919208793
9,0.0363391534085,0.0242261471353,0.0228802575494,0.0417227117522,0.0228802575494,0.0323014846508,0.0323014846508,0.0282638158931,0.0430686013381,0.0269179263072,0.0323014846508,0.0336473742367,0.0282638158931,0.0403768221663,0.0269179263072,0.0417227117522,0.0497980492676,0.0349932638226,0.0376850429944,0.0390309325804,0.0309555950649,0.0228802575494,0.0336473742367,0.0309555950649,0.0282638158931,0.0255720367213,0.0430686013381,0.0390309325804,0.0282638158931,0.0417227117522
10,0.0138896990403,0.0555546296682,0.0416663194589,0.0555546296682,0.0972195602961,0.0138896990403,0.0416663194589,0.0138896990403,0.0416663194589,0.0277780092496,0.0555546296682,0.0416663194589,0.0694429398775,0.0277780092496,0.0555546296682,0.0416663194589,0.0138896990403,1.38883102093e-06,0.0277780092496,0.0138896990403,0.0555546296682,0.0416663194589,0.0555546296682,0.0277780092496,0.0138896990403,0.0277780092496,0.0138896990403,1.38883102093e-06,0.0138896990403,1.38883102093e-06
11,0.0241546558841,0.0386473044881,0.0314009801861,0.0362318630541,0.0362318630541,0.0265700973181,0.0338164216201,0.0483090702241,0.0483090702241,0.0289855387521,0.0217392144501,0.0362318630541,0.0265700973181,0.0289855387521,0.0458936287901,0.0314009801861,0.0386473044881,0.0338164216201,0.0314009801861,0.0265700973181,0.0314009801861,0.0362318630541,0.0362318630541,0.0265700973181,0.0338164216201,0.0217392144501,0.0289855387521,0.0555553945261,0.0289855387521,0.0265700973181
12,0.0276753080703,0.0332103327841,0.038745357498,0.0442803822119,0.0350553410221,0.0332103327841,0.0295203163082,0.0369003492601,0.038745357498,0.0461253904499,0.0258302998323,0.0239852915943,0.0295203163082,0.0239852915943,0.0184502668804,0.0239852915943,0.0276753080703,0.0350553410221,0.0369003492601,0.0461253904499,0.0184502668804,0.038745357498,0.0350553410221,0.040590365736,0.0313653245462,0.0350553410221,0.0258302998323,0.0424353739739,0.0369003492601,0.040590365736
13,0.0349650178495,0.0349650178495,0.0209791505684,0.0349650178495,0.0314685510292,0.0209791505684,0.0279720842089,0.0349650178495,0.0489508851306,0.0209791505684,0.0314685510292,0.0244756173886,0.0104897501075,0.0314685510292,0.066433219232,0.0489508851306,0.0384614846697,0.0139862169278,0.0384614846697,0.0349650178495,0.0349650178495,0.0384614846697,0.0489508851306,0.0314685510292,0.0279720842089,0.0524473519509,0.0209791505684,0.0279720842089,0.0384614846697,0.0279720842089
14,0.0352941089966,0.026470618512,0.0338235272491,0.0441175994812,0.036764690744,0.0382352724914,0.0338235272491,0.036764690744,0.0308823637543,0.0279412002594,0.0411764359863,0.036764690744,0.0382352724914,0.0426470177337,0.0308823637543,0.0308823637543,0.0279412002594,0.0323529455017,0.036764690744,0.0220588732697,0.0176471280274,0.0308823637543,0.0308823637543,0.036764690744,0.026470618512,0.0338235272491,0.0338235272491,0.0323529455017,0.0338235272491,0.0397058542389
15,0.0357142729593,0.0321428635204,0.0339285682398,0.0285714540815,0.0285714540815,0.0446427965564,0.0339285682398,0.0410713871176,0.0267857493621,0.0464285012759,0.0357142729593,0.0374999776787,0.0285714540815,0.0303571588009,0.0196429304843,0.0357142729593,0.0482142059953,0.0285714540815,0.0339285682398,0.0321428635204,0.0285714540815,0.0232143399232,0.0285714540815,0.0267857493621,0.0357142729593,0.0392856823981,0.0374999776787,0.0482142059953,0.0232143399232,0.0267857493621
16,0.0397236532077,0.0379965397281,0.034542312769,0.0293609723303,0.0354058695088,0.0297927507002,0.0328151992895,0.0367012046185,0.0315198641798,0.0319516425497,0.0354058695088,0.0354058695088,0.0272020804809,0.0397236532077,0.0375647613583,0.0280656372207,0.0315198641798,0.0315198641798,0.0397236532077,0.0293609723303,0.038428318098,0.0293609723303,0.0310880858099,0.026770302111,0.0332469776594,0.0297927507002,0.0401554315776,0.0280656372207,0.0392918748378,0.0284974155906
17,0.0179105858754,0.0358208732459,0.0179105858754,0.0208956337704,0.0328358253508,0.0358208732459,0.0358208732459,0.0358208732459,0.0417909690361,0.0328358253508,0.0417909690361,0.0328358253508,0.0268657295606,0.0268657295606,0.0298507774557,0.0417909690361,0.0328358253508,0.0149255379803,0.0447760169312,0.0298507774557,0.0358208732459,0.0597012564067,0.0298507774557,0.0268657295606,0.0298507774557,0.0208956337704,0.038805921141,0.0477610648263,0.0417909690361,0.038805921141
18,0.0180033485924,0.0343698803443,0.0425531462202,0.0261866144683,0.0458264525706,0.0261866144683,0.0196400017676,0.0392798398699,0.0294599208187,0.0425531462202,0.0343698803443,0.0425531462202,0.0458264525706,0.0261866144683,0.0294599208187,0.0425531462202,0.0425531462202,0.0310965739939,0.0343698803443,0.0261866144683,0.0196400017676,0.0327332271691,0.0196400017676,0.0327332271691,0.040916493045,0.0392798398699,0.0245499612932,0.0425531462202,0.0376431866947,0.0310965739939
19,0.0197531870134,0.0469134796532,0.0296296570643,0.0345678920897,0.0395061271151,0.032098774577,0.0246914220388,0.0345678920897,0.0222223045261,0.0345678920897,0.0271605395516,0.0271605395516,0.0493825971659,0.0370370096024,0.0395061271151,0.0296296570643,0.0345678920897,0.0246914220388,0.0395061271151,0.0345678920897,0.0419752446278,0.0444443621405,0.0395061271151,0.0345678920897,0.0246914220388,0.0222223045261,0.0345678920897,0.032098774577,0.0296296570643,0.0345678920897
