,0
234,-2070799.22673
235,-2075618.26345
236,-2078775.0828
237,-2081962.56693
238,-2073710.04422
239,-2069221.52338
240,-2082089.18552
241,-2074596.04792
242,-2066410.67172
243,-2074077.93506
244,-2075038.94289
245,-2073250.13305
246,-2075097.03172
247,-2068410.39729
248,-2067542.05054
249,-2058637.6987
250,-2067104.63323
251,-2071856.60261
252,-2079678.59249
253,-2074528.49181
254,-2055919.91891
255,-2055628.0077
256,-2074914.11003
257,-2073539.90594
258,-2069773.70567
259,-2069261.44869
260,-2062991.86015
261,-2066076.66258
262,-2078042.39189
263,-2085684.94844
264,-2084265.72741
265,-2079622.88038
266,-2075143.50755
267,-2069524.58472
268,-2075491.20032
269,-2076932.44336
270,-2079804.27889
271,-2074216.59465
272,-2070680.82748
273,-2080810.74174
274,-2080109.56069
275,-2072754.43345
276,-2060470.47881
277,-2069442.69526
278,-2077682.13434
279,-2082139.80659
280,-2080011.06324
281,-2072476.56485
282,-2068536.14865
283,-2070409.32905
284,-2067255.48232
285,-2072883.96702
286,-2078177.25495
287,-2078142.70285
288,-2075772.5033
289,-2070288.9842
290,-2067600.79612
291,-2065515.91514
292,-2061572.21483
293,-2074227.98473
294,-2081203.54306
295,-2090145.43707
296,-2078210.71143
297,-2072124.42352
298,-2064157.53021
299,-2075979.45923
300,-2085721.25711
301,-2071464.87241
302,-2065857.87247
303,-2069817.47086
304,-2076049.72052
305,-2077114.5306
306,-2074374.87612
307,-2067099.36888
308,-2072635.96398
309,-2077668.77031
310,-2073501.38608
311,-2075626.48104
312,-2074882.50379
313,-2089441.16123
314,-2087672.30897
315,-2081861.45624
316,-2074854.3832
317,-2060029.79308
318,-2052038.72104
319,-2065978.59376
320,-2075490.90147
321,-2075828.58466
322,-2073804.92514
323,-2071574.86804
324,-2062552.68718
325,-2070506.67178
326,-2081204.46492
327,-2085179.48206
328,-2073029.1375
329,-2062932.46233
330,-2074922.03561
331,-2074183.91993
332,-2065551.461
333,-2074062.32182
334,-2087309.36545
335,-2085204.74733
336,-2075305.26932
337,-2070063.73729
338,-2064656.47859
339,-2061430.42853
340,-2060349.90806
341,-2070241.61899
342,-2073766.03649
343,-2078074.85219
344,-2081289.92184
345,-2077564.44499
346,-2070440.96372
347,-2074977.74346
348,-2076466.76696
349,-2083106.75084
350,-2084103.62971
351,-2073902.49299
352,-2077005.34543
353,-2075778.4835
354,-2071867.45586
355,-2071657.7743
356,-2072903.12226
357,-2078410.06908
358,-2070486.90892
359,-2062563.82041
360,-2072233.82255
361,-2079465.76182
362,-2083321.40879
363,-2078799.35453
364,-2082658.53108
365,-2079003.79745
366,-2072182.83765
367,-2077809.50064
368,-2080817.27691
369,-2071812.90623
370,-2069337.32639
371,-2068824.6345
372,-2070453.61487
373,-2083232.80426
374,-2081060.44229
375,-2061443.53523
376,-2066969.24898
377,-2077472.64214
378,-2073282.08352
379,-2064920.00162
380,-2062411.54726
381,-2062337.43892
382,-2062405.5029
383,-2070184.60072
384,-2075263.78567
385,-2071376.17429
386,-2069274.96439
387,-2068572.52359
388,-2068995.13952
389,-2073312.56281
390,-2077379.79053
391,-2076510.34337
392,-2065108.04746
393,-2060954.60125
394,-2064366.90076
395,-2067749.52472
396,-2079323.31457
397,-2087161.9768
398,-2077151.23151
399,-2078589.83405
400,-2077905.891
401,-2072660.55762
402,-2068007.22946
403,-2073675.15906
404,-2073223.03577
405,-2070698.37253
406,-2074357.73875
407,-2085284.45097
408,-2082475.46727
409,-2082226.79273
410,-2058630.89405
411,-2082701.30795
412,-2070899.27694
413,-2074045.41214
414,-2078803.09339
415,-2074590.16402
416,-2069887.11321
417,-2070736.50154
418,-2070900.72893
419,-2069287.1372
420,-2068588.51869
421,-2063323.599
422,-2034379.2158
423,-2043744.94891
424,-2055887.65509
425,-2071541.62919
426,-2073020.66533
427,-2082074.11668
428,-2064895.25876
429,-2058404.07092
430,-2083943.89987
431,-2083020.71757
432,-2082576.82242
433,-2077790.75922
434,-2074192.71326
435,-2060174.71315
436,-2070470.79979
437,-2074273.70861
438,-2084863.27188
439,-2080234.43918
440,-2079676.48111
441,-2083613.3883
442,-2072758.19846
443,-2053991.51441
444,-2065916.19502
445,-2083906.10786
446,-2073899.18224
447,-2068561.55936
448,-2065758.63324
449,-2067929.17242
450,-2078830.98111
451,-2069681.48077
452,-2072074.0321
453,-2075773.40873
454,-2068942.10585
455,-2071795.83861
456,-2069757.51933
457,-2067273.73287
458,-2070580.77626
459,-2082879.6958
460,-2086324.94358
461,-2078110.73612
462,-2059698.37511
463,-2060339.97234
464,-2072336.60038
465,-2072282.42394
466,-2081130.67643
467,-2091827.7997
468,-2066338.99718
469,-2069580.80137
470,-2064640.65013
471,-2074127.55742
472,-2081974.55041
473,-2093475.97982
474,-2076917.22387
475,-2070673.47317
476,-2062269.63008
477,-2068817.22242
478,-2057081.81335
479,-2052273.00386
480,-2069281.55756
481,-2070247.32308
482,-2072759.46747
483,-2063790.45597
484,-2071754.02443
485,-2069886.68425
486,-2075114.68619
487,-2071029.95569
488,-2071854.79374
489,-2069522.13743
490,-2069619.05602
491,-2071963.8858
492,-2064072.53389
493,-2063424.84381
494,-2071545.35709
495,-2066770.43769
496,-2074825.25932
497,-2069485.59497
498,-2076303.87775
499,-2083320.23018
500,-2076477.16
501,-2079345.59877
502,-2080357.92226
503,-2083570.95026
504,-2068800.28123
505,-2061847.61352
506,-2071024.24404
507,-2072595.94011
508,-2070777.59151
509,-2065477.35442
510,-2072214.73127
511,-2072441.17487
512,-2073758.1633
513,-2065911.91853
514,-2076863.5402
515,-2074855.38505
516,-2078409.60165
517,-2070673.63124
518,-2069751.90239
519,-2052187.86806
520,-2050709.92286
521,-2045866.23749
522,-2048582.84412
523,-2080326.41645
524,-2080774.0869
525,-2075228.63236
526,-2067077.33186
527,-2063405.33118
528,-2063582.40107
529,-2078561.49289
530,-2079778.48522
531,-2075338.40794
532,-2060102.27369
533,-2066296.33332
534,-2063225.39302
535,-2067877.14718
536,-2068046.15047
537,-2065104.4455
538,-2061408.33765
539,-2067820.73579
540,-2080166.05083
541,-2079564.51203
542,-2077177.37476
543,-2069541.04309
544,-2078002.21248
545,-2083631.81403
546,-2080538.58339
547,-2087705.48834
548,-2088344.14882
549,-2080914.24105
550,-2074093.88998
551,-2069078.56313
552,-2052922.7215
553,-2047298.67878
554,-2065845.59594
555,-2079634.46851
556,-2074038.82496
557,-2070279.2223
558,-2066640.50105
559,-2061818.08812
560,-2061723.76928
561,-2063386.4043
562,-2067707.61641
563,-2075913.0988
564,-2075272.23551
565,-2067904.63921
566,-2073433.27961
567,-2083740.92904
568,-2082084.15286
569,-2082073.44915
570,-2083841.73998
571,-2081852.57465
572,-2083639.85726
573,-2080948.54257
574,-2071826.57079
575,-2064314.13749
576,-2069056.56991
577,-2064250.77886
578,-2065459.46038
579,-2057283.32986
580,-2075909.95324
581,-2088330.36343
582,-2086758.87062
583,-2078207.48396
584,-2072313.88414
585,-2069050.33679
586,-2066946.88347
587,-2070284.75934
588,-2080902.93693
589,-2072291.74047
590,-2078917.92603
591,-2090176.49807
592,-2088975.8066
593,-2079687.09338
594,-2074814.8096
595,-2073179.1185
596,-2067468.21084
597,-2057327.74423
598,-2063373.32335
599,-2070310.91234
600,-2071134.10172
601,-2077238.16797
602,-2059873.49057
603,-2066756.72811
604,-2071557.72354
605,-2054430.44878
606,-2057952.70267
607,-2074827.57933
608,-2062937.32633
609,-2062839.05545
610,-2063694.7399
611,-2071748.57001
612,-2076591.63486
613,-2071655.2355
614,-2078712.51881
615,-2082480.54824
616,-2062739.63563
617,-2064977.29685
618,-2069097.16496
619,-2070751.42534
620,-2080496.00676
621,-2082715.07462
622,-2089012.17176
623,-2090297.84781
624,-2080963.97857
625,-2077850.7105
626,-2075279.60518
627,-2068860.4709
628,-2059130.98255
629,-2053194.97435
630,-2070574.55941
631,-2086486.27621
632,-2083754.34753
633,-2077926.31551
634,-2073448.47755
635,-2064091.2579
636,-2073830.66699
637,-2078704.33638
638,-2085510.73982
639,-2082873.15833
640,-2081981.48998
641,-2085603.34417
642,-2083465.1684
643,-2075872.61783
644,-2072752.94439
645,-2073014.08678
646,-2071792.21207
647,-2083992.22188
648,-2078187.88464
649,-2074973.44845
650,-2072720.02342
651,-2077145.47687
652,-2077354.07874
653,-2069833.80337
654,-2069911.48214
655,-2059192.94027
656,-2084797.02238
657,-2078109.46904
658,-2084405.60636
659,-2075956.45316
660,-2056830.01273
661,-2079196.70339
662,-2073014.52148
663,-2072398.76978
664,-2074360.85103
665,-2072906.8256
666,-2055366.55213
667,-2053829.43369
668,-2080226.24679
669,-2089467.83847
670,-2079841.49742
671,-2070507.19249
672,-2062616.03339
673,-2067243.75112
674,-2068058.98624
675,-2083119.49058
676,-2081720.34797
677,-2075946.21942
678,-2082742.98955
679,-2078471.77358
680,-2082384.54404
681,-2052910.30999
682,-2064691.96739
683,-2077941.306
684,-2078048.8538
685,-2079223.41328
686,-2071165.56234
687,-2070366.15932
688,-2068020.65861
689,-2073209.85239
690,-2070358.45051
691,-2075016.21748
692,-2074472.88071
693,-2073772.53539
694,-2078030.37715
695,-2075318.15256
696,-2081247.51697
697,-2084347.67643
698,-2068628.45548
699,-2064408.98872
700,-2077471.58313
701,-2083100.41249
702,-2078823.51692
703,-2081910.11891
704,-2081371.38113
705,-2078059.09841
706,-2074989.03001
707,-2075690.1173
708,-2083217.9764
709,-2083187.7967
710,-2084135.45023
711,-2069855.5087
712,-2067983.3281
713,-2073145.84837
714,-2072775.09128
715,-2072384.05675
716,-2074043.26846
717,-2060102.00809
718,-2062823.6095
719,-2065429.82025
720,-2076228.67277
721,-2075115.33453
722,-2076760.45688
723,-2071315.15164
724,-2072675.89312
725,-2071818.89699
726,-2072449.99384
727,-2072443.24104
728,-2066576.13511
729,-2075659.47288
730,-2062260.79827
731,-2047414.15352
732,-2073912.95458
733,-2075113.74717
734,-2078189.60328
735,-2078666.61164
736,-2077548.79121
737,-2057233.74745
738,-2052649.23668
739,-2070246.39441
740,-2067536.30819
741,-2066484.51557
742,-2067756.50133
743,-2058739.67108
744,-2059267.12573
745,-2069917.1711
746,-2084550.88264
747,-2080356.49086
748,-2071109.39729
749,-2060282.53787
750,-2074278.22187
751,-2067746.19966
752,-2068812.48255
753,-2069963.70891
754,-2076637.80272
755,-2069995.49316
756,-2065516.75548
757,-2058197.4904
758,-2075816.75718
759,-2074238.33675
760,-2070038.71541
761,-2071081.03456
762,-2068822.38618
763,-2078382.60496
764,-2085258.59026
765,-2083512.60746
766,-2078391.62107
767,-2066589.321
768,-2064344.80572
769,-2067590.38906
770,-2049785.88776
771,-2052137.48957
772,-2051918.03502
773,-2071747.75427
774,-2073058.20497
775,-2071705.70824
776,-2072626.78086
777,-2052047.87024
778,-2051179.35587
779,-2072702.25717
780,-2079252.71395
781,-2080589.67514
782,-2083104.35539
783,-2071226.44987
784,-2066546.76937
785,-2071661.04235
786,-2054231.50132
787,-2057247.46007
788,-2059872.9205
789,-2062110.13402
790,-2073818.39379
791,-2078469.86284
792,-2083099.70147
793,-2079645.16452
794,-2069867.83417
795,-2066856.45413
796,-2069809.11668
797,-2084724.07032
798,-2080508.08031
799,-2075243.63657
800,-2080273.92873
801,-2079413.29425
802,-2075833.71171
803,-2073531.065
804,-2077467.40999
805,-2081516.83719
806,-2074684.36293
807,-2055711.58093
808,-2052669.58164
809,-2057470.37308
810,-2073762.13772
811,-2072924.93322
812,-2080601.62957
813,-2077604.34185
814,-2067325.57008
815,-2056816.75456
816,-2059914.02036
817,-2053838.90932
818,-2060096.79444
819,-2061978.21888
820,-2050691.72054
821,-2048198.42185
822,-2076317.23485
823,-2075936.51757
824,-2074447.60736
825,-2076463.14298
826,-2073205.50627
827,-2074133.98332
828,-2063546.17546
829,-2053093.84405
830,-2074624.73263
831,-2079472.208
832,-2080931.7637
833,-2069389.14505
834,-2061413.36907
835,-2068333.14877
836,-2072828.4331
837,-2073812.40962
838,-2075360.6954
839,-2069309.68244
840,-2060550.48752
841,-2058064.13881
842,-2056477.26516
843,-2051225.66309
844,-2052597.64736
845,-2058333.46146
846,-2080959.18184
847,-2083598.1046
848,-2078622.7015
849,-2074097.82172
850,-2072776.80676
851,-2067321.96032
852,-2079147.07269
853,-2071779.18766
854,-2064655.15229
855,-2065731.52644
856,-2064349.65494
857,-2072608.39241
858,-2075449.2633
859,-2075502.86509
860,-2074889.48061
861,-2075075.48615
862,-2075343.35474
863,-2073181.67056
864,-2078760.52665
865,-2075578.64868
866,-2085261.31459
867,-2079805.35038
868,-2068308.50878
869,-2058880.42313
870,-2048785.23728
871,-2070732.2761
872,-2063636.27058
873,-2084007.10755
874,-2067785.84839
875,-2068046.64961
876,-2074624.85719
877,-2073965.34784
878,-2078008.34871
879,-2086319.04558
880,-2080835.27949
881,-2078629.35161
882,-2073436.19919
883,-2054629.32263
884,-2053622.49296
885,-2060067.83979
886,-2053025.43834
887,-2051440.97587
888,-2046970.50604
889,-2056106.32155
890,-2061732.42214
891,-2056987.51894
892,-2068584.15917
893,-2059206.02746
894,-2065897.95156
895,-2072621.67868
896,-2081220.08268
897,-2087453.04593
898,-2096001.05544
899,-2091294.89327
900,-2086447.64376
901,-2075276.45012
902,-2082612.46848
903,-2073913.44219
904,-2071630.40696
905,-2065408.80534
906,-2081838.50558
907,-2079491.48343
908,-2078527.96524
909,-2078195.79299
910,-2077211.01454
911,-2078877.91069
912,-2084362.46341
913,-2078829.06308
914,-2072439.74211
915,-2074450.56222
916,-2077975.25199
917,-2064573.2974
918,-2062224.78568
919,-2067233.39034
920,-2077347.24347
921,-2074860.6212
922,-2064532.29762
923,-2065268.17395
924,-2078858.49077
925,-2065031.17577
926,-2060822.037
927,-2064323.76166
928,-2070458.1313
929,-2076646.42023
930,-2063019.0257
931,-2049817.53627
932,-2058582.98605
933,-2060489.99131
934,-2075464.87378
935,-2082885.23208
936,-2077814.36509
937,-2065125.98902
938,-2066675.05878
939,-2071472.05259
940,-2064814.56064
941,-2068735.09357
942,-2073605.46912
943,-2060412.78278
944,-2059831.93479
945,-2065225.9931
946,-2074659.64918
947,-2075270.65287
948,-2074614.07013
949,-2067751.46796
950,-2086235.54133
951,-2076189.69715
952,-2065468.53132
953,-2069650.01172
954,-2079177.28121
955,-2079365.77766
956,-2078986.45557
957,-2073956.52774
958,-2085690.49517
959,-2083835.85981
960,-2060704.02711
961,-2060911.49723
962,-2068883.27869
963,-2088975.58019
964,-2081488.0202
965,-2077566.52024
966,-2076469.54595
967,-2073890.51373
968,-2074743.6145
969,-2059936.54191
970,-2062345.30249
971,-2080179.17409
972,-2070586.71765
973,-2073868.1741
974,-2074456.87804
975,-2070027.89462
976,-2062117.01372
977,-2060674.38285
978,-2062431.28558
979,-2063548.84765
980,-2062151.79354
981,-2077596.48869
982,-2064090.09788
983,-2061532.88616
984,-2074434.211
985,-2081389.87069
986,-2071455.64285
987,-2070933.76111
988,-2085712.43437
989,-2079889.19052
990,-2077800.26165
991,-2070880.07215
992,-2054880.73119
993,-2055050.26811
994,-2073421.50774
995,-2083646.00314
996,-2079124.79336
997,-2071893.94575
998,-2070911.53925
999,-2066255.10391
1000,-2063354.13184
1001,-2061374.29048
1002,-2058014.38759
1003,-2059861.99377
1004,-2083040.37104
1005,-2069447.42862
1006,-2065388.77921
1007,-2068240.16723
1008,-2079818.41718
1009,-2070875.16902
1010,-2075429.13717
1011,-2076779.67711
1012,-2082385.89523
1013,-2082599.38887
1014,-2083338.36589
1015,-2083521.74653
1016,-2080796.12236
1017,-2082644.60881
1018,-2074198.35134
1019,-2064883.17835
1020,-2063588.80651
1021,-2073849.38366
1022,-2072008.73233
1023,-2074872.27799
1024,-2084029.58383
1025,-2082900.84186
1026,-2083665.93881
1027,-2054580.47173
1028,-2052615.4463
1029,-2056626.56706
1030,-2053376.66205
1031,-2058332.19915
1032,-2055801.1794
1033,-2063372.96191
1034,-2076743.75967
1035,-2071654.75923
1036,-2081746.865
1037,-2087810.48897
1038,-2082331.99785
1039,-2079237.37056
1040,-2075026.38325
1041,-2058532.93921
1042,-2074850.62732
1043,-2080778.21236
1044,-2077541.66758
1045,-2071207.79671
1046,-2077884.38327
1047,-2081762.21734
1048,-2083319.65505
1049,-2081267.88991
1050,-2085326.49083
1051,-2084842.2759
1052,-2079996.82677
1053,-2078478.74186
1054,-2076313.29209
1055,-2064943.43861
1056,-2081237.83599
1057,-2086188.28329
1058,-2088357.76596
1059,-2071300.50701
1060,-2067283.8095
1061,-2081969.47571
1062,-2068888.71104
1063,-2065840.87314
1064,-2080522.98094
1065,-2086022.38726
1066,-2082079.25665
1067,-2063288.37708
1068,-2056249.81222
1069,-2061976.25445
1070,-2072369.97893
1071,-2078547.10548
1072,-2084236.25287
1073,-2076045.10036
1074,-2085623.00211
1075,-2080459.04994
1076,-2078415.05296
1077,-2085132.27111
1078,-2076436.8677
1079,-2084498.71844
1080,-2073709.06622
1081,-2085037.56129
1082,-2086312.17701
1083,-2086632.57833
1084,-2083341.36597
1085,-2072152.69187
1086,-2085405.71879
1087,-2085042.79582
1088,-2081536.11832
1089,-2078293.74074
1090,-2066677.45283
1091,-2082810.06688
1092,-2076801.59672
1093,-2085425.52341
1094,-2077544.94385
1095,-2087072.72737
1096,-2090111.89473
1097,-2095398.08063
1098,-2089520.20054
1099,-2083201.44291
1100,-2078022.55404
1101,-2077951.84622
1102,-2087885.64069
1103,-2082805.00612
1104,-2083369.20047
1105,-2077114.79673
1106,-2074155.57719
1107,-2075234.11754
1108,-2069001.32369
1109,-2069233.56401
1110,-2069464.19283
1111,-2077261.67699
1112,-2077185.08307
1113,-2069590.97139
1114,-2062171.25249
1115,-2061592.93858
1116,-2071485.25999
1117,-2077807.99067
1118,-2073288.2249
1119,-2067538.35909
1120,-2069336.94423
1121,-2052562.4715
1122,-2044561.37641
1123,-2057954.4194
1124,-2076056.94528
1125,-2075915.68531
1126,-2074913.69724
1127,-2081045.47682
1128,-2071928.30281
1129,-2059167.66691
1130,-2072242.40094
1131,-2075592.74795
1132,-2077977.12198
1133,-2078931.79406
1134,-2078048.11888
1135,-2073129.52904
1136,-2071271.5132
1137,-2070383.18929
1138,-2075335.45524
1139,-2074215.71999
1140,-2064894.75212
1141,-2061610.65178
1142,-2051572.39852
1143,-2064796.60172
1144,-2073850.63315
1145,-2076864.82238
1146,-2086094.00536
1147,-2083182.07771
1148,-2082500.78546
1149,-2077350.8095
1150,-2065836.755
1151,-2083144.09268
1152,-2077407.66066
1153,-2084647.03258
1154,-2062902.25036
1155,-2061128.69687
1156,-2079647.35433
1157,-2075078.23481
1158,-2069516.46979
1159,-2076192.03841
1160,-2083011.42893
1161,-2066949.25584
1162,-2076422.00796
1163,-2071079.76063
1164,-2056215.71155
1165,-2059677.07093
1166,-2076735.81723
1167,-2076187.78673
1168,-2072032.42167
1169,-2064828.44419
1170,-2067670.77644
1171,-2070882.69208
1172,-2071574.1007
1173,-2067831.09596
1174,-2066852.33003
1175,-2058806.65898
1176,-2057930.76128
1177,-2069806.52529
1178,-2078903.8303
1179,-2072544.76293
1180,-2069484.43427
1181,-2067086.20526
1182,-2084886.04538
1183,-2083916.5472
1184,-2064927.81539
1185,-2064549.95719
1186,-2075380.58895
1187,-2076334.20676
1188,-2058923.78851
1189,-2062115.24815
1190,-2081668.8804
1191,-2079325.83396
1192,-2069765.11701
1193,-2057343.80459
1194,-2058550.57394
1195,-2066325.27358
1196,-2071182.90509
1197,-2073507.69037
1198,-2070922.85388
1199,-2081237.17352
1200,-2074790.96125
1201,-2067405.17077
1202,-2079501.49192
1203,-2074176.16588
1204,-2056350.38584
1205,-2069963.99952
1206,-2081693.48014
1207,-2092016.14495
1208,-2084136.63551
1209,-2079565.81908
1210,-2067307.4846
1211,-2068874.09897
1212,-2072752.07571
1213,-2062332.5887
1214,-2057476.76232
1215,-2069370.85112
1216,-2058426.52558
1217,-2067411.31943
1218,-2084665.36041
1219,-2071560.16643
1220,-2064973.69195
1221,-2071520.86904
1222,-2075517.38611
1223,-2062891.99864
1224,-2075725.78767
1225,-2072795.36632
1226,-2082247.63234
1227,-2081577.31632
1228,-2055521.29162
1229,-2062727.74199
1230,-2085335.3088
1231,-2088423.64151
1232,-2083298.84745
1233,-2065857.58366
1234,-2067536.74874
1235,-2069834.36304
1236,-2065530.07417
1237,-2071414.43326
1238,-2072168.95533
1239,-2063981.63751
1240,-2068129.43228
1241,-2074701.18006
1242,-2077768.25295
1243,-2067240.83943
1244,-2072096.13376
1245,-2075294.31549
1246,-2085431.86048
1247,-2083193.86575
1248,-2079830.45141
1249,-2075491.88391
1250,-2070991.91379
1251,-2072832.76708
1252,-2076186.9933
1253,-2064197.1166
1254,-2058494.94666
1255,-2064800.9989
1256,-2060401.00442
1257,-2072907.3223
1258,-2076656.70149
1259,-2077161.31067
1260,-2078276.08749
1261,-2070899.18641
1262,-2072581.21719
1263,-2072837.06447
1264,-2076871.11914
1265,-2068602.90011
1266,-2070678.15924
1267,-2082445.93018
1268,-2079325.36427
1269,-2080864.39842
1270,-2069777.2416
1271,-2061731.13678
1272,-2062349.73689
1273,-2070781.34322
1274,-2062598.16921
1275,-2064787.53996
1276,-2070376.03147
1277,-2064226.52378
1278,-2053539.68384
1279,-2064482.55249
1280,-2063108.31254
1281,-2062543.63171
1282,-2075169.0407
1283,-2074943.54311
1284,-2058969.13596
1285,-2073836.28434
1286,-2084499.70698
1287,-2080661.90061
1288,-2078528.17469
1289,-2073285.79825
1290,-2075966.68613
1291,-2064739.01204
1292,-2053855.24825
1293,-2053540.75188
1294,-2076198.38181
1295,-2074910.52195
1296,-2066175.06006
1297,-2077484.00959
1298,-2083551.24551
1299,-2071279.63602
1300,-2071505.32315
1301,-2078716.48191
1302,-2070146.74936
1303,-2073091.38149
1304,-2072945.67846
1305,-2075881.86079
1306,-2082701.70751
1307,-2066385.84044
1308,-2070340.86101
1309,-2076697.65163
1310,-2073696.16421
1311,-2070156.74553
1312,-2070260.89611
1313,-2078300.30003
1314,-2082867.49627
1315,-2079708.61665
1316,-2077114.91373
1317,-2082787.49183
1318,-2073731.99767
1319,-2058360.79033
1320,-2073497.30633
1321,-2075083.02014
1322,-2081332.39475
1323,-2076703.89803
1324,-2071759.84828
1325,-2060210.57668
1326,-2072489.1795
1327,-2080325.96391
1328,-2082595.37411
1329,-2088842.09455
1330,-2088127.2385
1331,-2079830.60642
1332,-2084029.99641
1333,-2084617.98073
1334,-2079475.73975
1335,-2079408.20588
1336,-2080158.47589
1337,-2085506.73435
1338,-2088199.39361
1339,-2090771.51312
1340,-2073997.224
1341,-2057603.37955
1342,-2059567.97115
1343,-2065419.36167
1344,-2056046.76338
1345,-2049640.71895
1346,-2072795.96507
1347,-2072845.10319
1348,-2069334.49207
1349,-2072330.79214
1350,-2079561.25906
1351,-2078032.9856
1352,-2085032.37272
1353,-2086196.46537
1354,-2088250.85555
1355,-2081413.87193
1356,-2076242.65935
1357,-2086949.92747
1358,-2081132.09455
1359,-2071870.09879
1360,-2076498.64322
1361,-2077769.90007
1362,-2077346.13574
1363,-2082259.93504
