,0,1,2,3,4,5,6,7
0,0.110978533672,0.138424808186,0.113365166239,0.118138431371,0.126491645354,0.13603817562,0.13245822677,0.124105012788
1,0.0942857493877,0.115714296327,0.134285703673,0.148571401633,0.12142857551,0.129999994286,0.120000005714,0.135714273469
2,0.106557401236,0.114754111798,0.119672138135,0.126229506584,0.114754111798,0.145901611932,0.126229506584,0.145901611932
3,0.117559528238,0.136160707642,0.119791669767,0.136160707642,0.119791669767,0.125,0.121279764119,0.124255952824
4,0.113449230778,0.116193968019,0.110704493537,0.137236953532,0.139981690773,0.1418115156,0.127172916982,0.113449230778
5,0.129251694896,0.125850338979,0.108843559397,0.119047627146,0.142857118562,0.113945593271,0.146258474478,0.113945593271
6,0.11861314801,0.124087592573,0.14416055597,0.0985401846129,0.124087592573,0.140510926261,0.116788333156,0.133211666844
7,0.123214285998,0.118650794659,0.130753967341,0.128373015338,0.119246032659,0.132341268676,0.120238095994,0.127182539336
8,0.118497124862,0.104046291222,0.12138729159,0.127167625046,0.144508625414,0.101156124495,0.13583812523,0.147398792142
9,0.122476449554,0.109017513844,0.14266485312,0.113055194557,0.126514130267,0.118438768841,0.148048427404,0.119784662412
10,0.222221141987,0.11111126543,0.0694450617215,0.0972225308608,0.152777469139,0.13888873457,0.0694450617215,0.13888873457
11,0.147342951994,0.101449320871,0.144927497725,0.115942046489,0.118357500758,0.140096589185,0.111111137949,0.120772955028
12,0.105166080936,0.0922509708473,0.140221379747,0.125461253932,0.132841316839,0.145756426928,0.136531348293,0.121771222478
13,0.136363604577,0.122377629713,0.14335659201,0.125874123429,0.108391654849,0.136363604577,0.136363604577,0.090909186268
14,0.119117653979,0.132352932526,0.142647038062,0.125,0.125,0.117647067474,0.132352932526,0.105882375432
15,0.132142846939,0.125,0.0964286122448,0.125,0.142857117347,0.130357135204,0.126785711735,0.121428576531
16,0.116148535009,0.12823834085,0.118307428909,0.12348877427,0.133851464991,0.132987907431,0.12996545597,0.117012092569
17,0.137313403431,0.125373133437,0.0955224584538,0.143283538427,0.167164078414,0.0895523234571,0.0955224584538,0.146268605926
