,0,1,2,3,4
0,0.214797127209,0.173031042344,0.242243411549,0.190930793001,0.178997625896
1,0.197142859184,0.181428584694,0.21571427449,0.197142859184,0.208571422449
2,0.204918028756,0.216393429186,0.195081971244,0.209836057511,0.173770513303
3,0.212053566944,0.205357140864,0.202380951495,0.191964288704,0.188244051993
4,0.211344917043,0.195791401742,0.198536139736,0.191216838419,0.20311070306
5,0.210884344486,0.204081629182,0.192176877401,0.212585023312,0.180272125619
6,0.206204373901,0.202554742195,0.189781031222,0.22810216414,0.173357688542
7,0.200992063394,0.198809523928,0.206944443756,0.192063492851,0.201190476072
8,0.196531796919,0.193641627686,0.216762981556,0.202312135387,0.190751458452
9,0.1776581577,0.222072663477,0.197846569417,0.187079416501,0.215343192905
10,0.236110860341,0.166666898147,0.166666898147,0.208333275463,0.222222067902
11,0.193236723144,0.171497618964,0.195652179164,0.210144915284,0.229468563444
12,0.243542395256,0.173431758827,0.193726943056,0.188191892812,0.201107010049
13,0.181818213605,0.213286690058,0.209790192674,0.188811208372,0.206293695291
14,0.194117651384,0.21470587154,0.20735293577,0.186764715614,0.197058825692
15,0.214285701531,0.2,0.189285723852,0.210714276148,0.185714298469
16,0.198186528889,0.198186528889,0.200345423069,0.208117442116,0.195164077037
17,0.214925350858,0.205970140343,0.182089578971,0.229850701715,0.167164228113
18,0.186579389051,0.188216048923,0.222585906231,0.207855967385,0.19476268841
19,0.150617344917,0.217283929279,0.209876531017,0.212345663771,0.209876531017
20,0.2,0.2,0.203305782392,0.153719046513,0.242975171095
21,0.199079754742,0.193558283197,0.207055213642,0.192024541101,0.208282207319
22,0.16791050763,0.227611888784,0.253731243039,0.175373180274,0.175373180274
23,0.193262412841,0.203900708355,0.196365249033,0.199468085224,0.207003544547
24,0.227674968755,0.191472248,0.19710378234,0.205148831396,0.178600169509
25,0.20352781467,0.205789234331,0.198552691417,0.198552691417,0.193577568164
26,0.198083070155,0.182108654779,0.217252368606,0.185303537854,0.217252368606
27,0.210674142312,0.176966324485,0.171348354848,0.202247187855,0.2387639905
28,0.195164078081,0.219343687675,0.19343696311,0.19343696311,0.198618308023
29,0.207171309979,0.193891106314,0.211155371079,0.169986739717,0.217795472911
30,0.173913327029,0.108696644602,0.260868903599,0.217391115314,0.239130009456
31,0.227026953981,0.178378436815,0.178378436815,0.227026953981,0.189189218408
32,0.183018883944,0.218867906728,0.171698139907,0.228301860093,0.198113209327
33,0.191474969054,0.205006764206,0.215832200327,0.199594046145,0.188092020267
34,0.230215809223,0.195443647816,0.185851327427,0.193045567718,0.195443647816
35,0.207547098612,0.188679352082,0.188679352082,0.226414845143,0.188679352082
36,0.202518362624,0.199370409344,0.206365861076,0.197971318998,0.193774047958
37,0.194244625019,0.187050406294,0.179856187568,0.215827281197,0.223021499923
38,0.189892810189,0.217457873309,0.182235848211,0.19295559498,0.217457873309
39,0.215568815662,0.155688755423,0.245508845782,0.215568815662,0.167664767471
40,0.202551832096,0.186602881497,0.196172251856,0.208931412335,0.205741622216
41,0.197634751236,0.203775300913,0.196497612406,0.196042756875,0.206049578571
42,0.187203806631,0.189573472069,0.199052133824,0.218009457335,0.206161130141
43,0.209766923831,0.211246760776,0.186089532725,0.193858676682,0.199038105986
44,0.210084023021,0.189075641727,0.189075641727,0.228991566185,0.182773127339
45,0.206976736074,0.18139537047,0.206976736074,0.193023263926,0.211627893456
46,0.168646117997,0.216151999819,0.237529646639,0.213776705728,0.163895529815
47,0.212244891712,0.197959184715,0.194897961787,0.177551031862,0.217346929925
48,0.228941653411,0.149028132799,0.218142529004,0.179265681139,0.224622003648
49,0.200597524414,0.203585146482,0.205292359093,0.213401618992,0.177123351019
50,0.192109783782,0.190394519387,0.192109783782,0.207547163339,0.217838749709
51,0.204225347153,0.213615007494,0.206572762239,0.187793441557,0.187793441557
52,0.184615502958,0.276922485212,0.184615502958,0.2,0.153846508873
53,0.183130705497,0.176291802321,0.208966561943,0.211246196335,0.220364733904
54,0.192307698739,0.198996656357,0.195652177548,0.195652177548,0.217391289807
55,0.206553538165,0.187244006073,0.190169692753,0.21181977419,0.20421298882
56,0.192708342828,0.169270873345,0.169270873345,0.234374955241,0.234374955241
57,0.200179533133,0.20466786146,0.207360858456,0.19120287648,0.196588870472
58,0.203118414851,0.197640118491,0.203118414851,0.199747155553,0.196375896255
59,0.202010375809,0.198443580019,0.202658884134,0.203955900785,0.192931259252
60,0.197211156767,0.175298817082,0.189243033246,0.232071697175,0.206175295729
61,0.214552232019,0.205223878161,0.183768664287,0.192164182759,0.204291042775
62,0.206276149315,0.201255229863,0.192050210868,0.192887030777,0.207531379178
63,0.194444447105,0.200191570789,0.212643672106,0.194444447105,0.198275862895
64,0.2,0.133333888884,0.183333472221,0.233333055558,0.249999583337
65,0.189504388478,0.192419836123,0.204081626703,0.192419836123,0.221574312574
66,0.196601943122,0.202265371252,0.226537206093,0.182847903379,0.191747576154
67,0.22240800802,0.198996656357,0.202341135166,0.170568586481,0.205685613975
68,0.219387730373,0.198979593138,0.181122473058,0.216836713218,0.183673490212
69,0.218791933697,0.209395966848,0.186577190217,0.2,0.185234909238
70,0.205440898011,0.203564726283,0.184803009004,0.207317069739,0.198874296963
71,0.207692300296,0.188461549556,0.186538474482,0.230769201183,0.186538474482
72,0.219780111098,0.120879555607,0.142857456827,0.252746962929,0.263735913539
73,0.205648717719,0.185348638416,0.203883493432,0.210061778437,0.195057371996
74,0.184210578255,0.157894875346,0.190789503982,0.249999835527,0.217105206891
75,0.220472414078,0.162729707704,0.196850397834,0.20734907172,0.212598408664
76,0.195457095421,0.211721815519,0.201065619593,0.201906898218,0.189848571249
77,0.192232589257,0.200911260478,0.192232589257,0.213061400189,0.20156216082
78,0.202313945855,0.217948715142,0.195434647368,0.178861791923,0.205440899712
79,0.205128203074,0.177083342515,0.205128203074,0.205128203074,0.207532048264
80,0.202801018297,0.203164786908,0.188250273895,0.198617679282,0.207166241618
81,0.186774949667,0.232018542913,0.211136884491,0.187935041801,0.182134581128
82,0.201365185384,0.194539258465,0.201365185384,0.194539258465,0.208191112302
83,0.212065802499,0.210237650605,0.212065802499,0.17915906841,0.186471675986
84,0.205213902001,0.181818187895,0.199866310205,0.207887697898,0.205213902001
85,0.185071582274,0.222903873771,0.188139065369,0.202453986475,0.201431492111
86,0.20204977888,0.199121523337,0.197657395566,0.190336756708,0.210834545509
87,0.195298825294,0.203300824794,0.191797950513,0.213553386652,0.196049012747
88,0.204588013907,0.188670414637,0.198033708325,0.193820226166,0.214887636965
89,0.190311435447,0.193771637073,0.221453250081,0.190311435447,0.204152241951
90,0.209166664757,0.209166664757,0.198333333681,0.182083337066,0.20124999974
91,0.198358414256,0.196990426135,0.235294093506,0.17783859245,0.191518473654
92,0.168888911934,0.229629607682,0.210370362689,0.197037039232,0.194074078464
93,0.200729925675,0.189781040546,0.208029182428,0.200729925675,0.200729925675
94,0.203145477344,0.214285709605,0.200524246224,0.197903015104,0.184141551723
95,0.181120498419,0.209516496732,0.191097470799,0.217191090871,0.201074443179
96,0.190410960546,0.218493147518,0.198972602916,0.196575343052,0.195547945968
97,0.199417758454,0.202911207728,0.202620086955,0.195050946863,0.2
98,0.2,0.195959600041,0.204040399959,0.212121199878,0.187878800122
99,0.202460105974,0.192486703377,0.195811170909,0.200132978701,0.209109041039
100,0.205029012567,0.205802706808,0.194970987433,0.203481624085,0.190715669107
101,0.186274526624,0.198529413567,0.220588210063,0.196078436178,0.198529413567
102,0.208544838352,0.194162437166,0.203680202656,0.191412860468,0.202199661358
103,0.133334444426,0.266665555574,0.166667222213,0.233332777787,0.2
104,0.191793897045,0.202290075243,0.207061065333,0.198473283171,0.200381679207
105,0.197659841692,0.19306310216,0.202256581225,0.20518177911,0.201838695813
106,0.200086805537,0.185763891978,0.213975691412,0.201388888587,0.198784722486
107,0.192913387571,0.206692911739,0.187500003076,0.209645666918,0.203248030697
108,0.189830525711,0.183050876185,0.172881401896,0.257627020971,0.196610175237
109,0.2062291428,0.194883204129,0.196662959214,0.204226918328,0.197997775529
110,0.215053736463,0.189964175691,0.161290391953,0.215053736463,0.21863795943
111,0.203124999282,0.200827205692,0.195772059795,0.208180145179,0.192095590052
112,0.208924947027,0.207910748501,0.182048686093,0.187626777985,0.213488840393
113,0.167347005414,0.204081624323,0.195918375677,0.204081624323,0.228571370263
114,0.223210827232,0.189555127746,0.200386847121,0.18529980942,0.201547388482
115,0.187604695308,0.210217751165,0.207705189403,0.189279736483,0.205192627641
116,0.225580133411,0.194279548225,0.196438209272,0.190501891392,0.193200217701
117,0.226086918715,0.208695639572,0.194202906952,0.176811627809,0.194202906952
118,0.193877551801,0.205357142174,0.196173469876,0.206122448199,0.19846938795
119,0.201655379362,0.202407824527,0.197893153539,0.19638826321,0.201655379362
120,0.241378596921,0.20689643282,0.310342925122,0.137932104619,0.103449940518
121,0.180851097782,0.223404213822,0.223404213822,0.170212818772,0.202127655802
122,0.197297299123,0.204054051315,0.181081093864,0.220270256574,0.197297299123
123,0.185567012169,0.197164948819,0.206701030064,0.203092783107,0.207474225841
124,0.181198922889,0.216621242084,0.22070843276,0.173024541536,0.208446860731
125,0.206674143764,0.19573752163,0.19770050509,0.211721815519,0.188166013998
126,0.195991092802,0.19524870258,0.18708241014,0.216035628792,0.205642165686
127,0.212499992898,0.211363629907,0.190909096074,0.194318185046,0.190909096074
128,0.187242804916,0.200617283633,0.208847732074,0.199588477578,0.203703701799
129,0.204724403249,0.188976392419,0.170603713118,0.212598408664,0.22309708255
130,0.210396037766,0.192715701429,0.206152757045,0.196251768697,0.194483735063
131,0.234899270303,0.184563784289,0.184563784289,0.171140988018,0.2248321731
132,0.215139432178,0.176626841549,0.208499330346,0.205843289613,0.193891106314
133,0.209523803855,0.1869047697,0.201190475482,0.192857147109,0.209523803855
134,0.206932769468,0.22373948333,0.20063025177,0.182773118291,0.185924377141
135,0.203389820933,0.231638328705,0.242937731814,0.124293999169,0.197740119378
136,0.206170597791,0.18911070978,0.212704171923,0.190925591484,0.201088929022
137,0.211407021988,0.191845393372,0.18878152383,0.205279282904,0.202686777906
138,0.195976836943,0.199634257904,0.213959156666,0.186833284542,0.203596463944
139,0.157377119054,0.186885267401,0.177049217952,0.219672098898,0.259016296695
140,0.17272731405,0.206060596878,0.209090895317,0.22727268595,0.184848507805
