WORDCOUNTS,WEIGHT
the,21
of,13
in,10
to,6
soviet,6
a,6
transportation,5
and,4
union,4
paper,4
which,4
that,3
economic,3
are,3
comparison,3
output,3
is,3
with,3
freight,3
w,2
national,2
occasional,2
bureau,2
traffic,2
states,2
for,2
upon,2
study,2
research,2
united,2
data,2
reliability,2
statistics,2
preface,1
series,1
from,1
stock,1
them,1
by,1
this,1
terms,1
two,1
ernest,1
williams,1
pertinent,1
g,1
only,1
permit,1
published,1
large,1
later,1
growth,1
been,1
has,1
developed,1
working,1
number,1
here,1
power,1
m,1
attempts,1
directly,1
order,1
referred,1
some,1
judgment,1
each,1
discussion,1
contribution,1
these,1
several,1
made,1
based,1
concerning,1
deals,1
countries,1
one,1
available,1
ix,1
part,1
analysis,1
purpose,1
inquiry,1
nation,1
comment,1
be,1
when,1
means,1
pp,1
serve,1
considerable,1
motive,1
achieved,1
quantitative,1
was,1
into,1
forms,1
engaged,1
contained,1
rolling,1
draft,1
present,1
operating,1
