WORDCOUNTS,WEIGHT
of,184
the,174
and,174
in,133
spores,67
a,62
pollen,61
for,43
seed,39
females,38
by,37
to,37
on,34
plant,32
plants,31
et,31
al,30
flowers,30
from,29
with,28
repens,28
hermaphrodites,26
may,25
sex,25
was,25
that,25
g,25
p,24
m,24
gynodioecious,23
were,23
this,23
species,23
as,21
number,21
effect,21
female,20
set,20
violaceum,20
than,20
populations,19
is,19
shykoff,19
are,18
mean,17
fungus,17
journal,17
fruit,16
fungal,16
natural,16
s,16
healthy,16
have,16
d,16
effects,16
not,15
more,15
reproductive,15
spore,15
sas,14
j,14
treatment,14
stigmas,14
marr,14
silene,14
or,13
infected,13
caryophyllaceae,13
deposition,13
their,12
be,12
sg,12
because,12
e,12
disease,12
using,12
we,12
microbotryum,11
live,11
germination,11
dsg,11
individuals,11
maintenance,11
mixed,11
pistillate,11
between,11
hermaphrodite,11
l,10
american,10
only,10
evolution,10
alexander,10
sd,10
treatments,10
reproduction,10
infection,10
significantly,10
botany,10
c,10
no,9
h,9
also,9
differences,9
seeds,9
sylvestris,9
if,8
acaulis,8
gypsophila,8
longer,8
mass,8
floral,8
those,8
presence,8
stigma,8
perfect,7
flower,7
collin,7
affected,7
male,7
they,7
b,7
limitation,7
addition,7
same,7
surface,7
advantage,7
found,7
larger,7
ecology,7
mediated,7
significant,7
models,7
chemical,7
smut,7
elmqvist,7
even,7
interaction,7
higher,6
bucheli,6
anther,6
impact,6
receiving,6
but,6
two,6
different,6
chemically,6
did,6
delph,6
within,6
population,6
size,6
r,6
violacea,6
ustilago,6
t,6
can,6
proc,5
reduced,5
been,5
dianthus,5
study,5
dead,5
each,5
grains,5
n,5
pollination,5
gynodioecy,5
all,5
latifolia,5
other,5
new,5
better,5
anthers,5
pathogens,5
received,5
used,5
has,5
collected,5
antonovics,5
an,5
at,4
model,4
ashman,4
tested,4
charlesworth,4
although,4
autoclaved,4
contamination,4
success,4
alone,4
our,4
one,4
stigmatic,4
greenhouse,4
biology,4
dulberger,4
statistical,4
first,4
physical,4
random,4
important,4
over,4
could,4
produced,4
ones,4
however,4
mutikainen,4
produce,4
investigated,4
dioica,4
revealed,4
pollinators,4
oikos,4
sympatric,4
which,4
fruits,4
inhibition,4
fecundity,4
horovitz,4
spread,4
function,4
high,4
after,4
oecologia,4
puterbaugh,4
